Repositorio;Branch;Link
FiberOauth;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/FiberOauth?_a=contents&version=GBmaster
Varejo_Commons;DEV_Integracao;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Varejo_Commons?_a=contents&version=GBDEV_Integracao
Varejo_Commons;FQA_Integracao;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Varejo_Commons?_a=contents&version=GBFQA_Integracao
Varejo_Commons;WEB0113;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Varejo_Commons?_a=contents&version=GBWEB0113
Varejo_Commons;WEB0120;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Varejo_Commons?_a=contents&version=GBWEB0120
Varejo_Commons;WEB0139;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Varejo_Commons?_a=contents&version=GBWEB0139
Varejo_Commons;WEB0139_FASE1;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Varejo_Commons?_a=contents&version=GBWEB0139_FASE1
Varejo_Commons;WEB0139_FASE1.2;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Varejo_Commons?_a=contents&version=GBWEB0139_FASE1.2
Varejo_Commons;WEB0139_FASE2;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Varejo_Commons?_a=contents&version=GBWEB0139_FASE2
Varejo_Commons;WEB0158;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Varejo_Commons?_a=contents&version=GBWEB0158
Varejo_Commons;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Varejo_Commons?_a=contents&version=GBmaster
TIM_Components_customerElegibility;WEB0326;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/TIM_Components_customerElegibility?_a=contents&version=GBWEB0326
TIM_Components_customerElegibility;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/TIM_Components_customerElegibility?_a=contents&version=GBmaster
TIM_Component_invoices;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/TIM_Component_invoices?_a=contents&version=GBmaster
MeuTIM_acc-portlet-faletim;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/MeuTIM_acc-portlet-faletim?_a=contents&version=GBmaster
WEB_VAS;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/WEB_VAS?_a=contents&version=GBmaster
MeuTIM_pweb-portlet-ultimasSolicitacoes;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/MeuTIM_pweb-portlet-ultimasSolicitacoes?_a=contents&version=GBmaster
MeuTIM_pweb-services-portal;WEB0003;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/MeuTIM_pweb-services-portal?_a=contents&version=GBWEB0003
MeuTIM_pweb-services-portal;WEB0016;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/MeuTIM_pweb-services-portal?_a=contents&version=GBWEB0016
MeuTIM_pweb-services-portal;WEB0116;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/MeuTIM_pweb-services-portal?_a=contents&version=GBWEB0116
MeuTIM_pweb-services-portal;WEB0165;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/MeuTIM_pweb-services-portal?_a=contents&version=GBWEB0165
MeuTIM_pweb-services-portal;WEB0177;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/MeuTIM_pweb-services-portal?_a=contents&version=GBWEB0177
MeuTIM_pweb-services-portal;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/MeuTIM_pweb-services-portal?_a=contents&version=GBmaster
Portal_Internet_pweb-dpm-util;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Portal_Internet_pweb-dpm-util?_a=contents&version=GBmaster
MeuTIM_ pweb-portlet-meusDados;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/MeuTIM_ pweb-portlet-meusDados?_a=contents&version=GBmaster
MeuTIM_pweb-portlet-saldoInfoUltimaConta;SDN345499;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/MeuTIM_pweb-portlet-saldoInfoUltimaConta?_a=contents&version=GBSDN345499
MeuTIM_pweb-portlet-saldoInfoUltimaConta;WEB0016;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/MeuTIM_pweb-portlet-saldoInfoUltimaConta?_a=contents&version=GBWEB0016
MeuTIM_pweb-portlet-saldoInfoUltimaConta;WEB0111;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/MeuTIM_pweb-portlet-saldoInfoUltimaConta?_a=contents&version=GBWEB0111
MeuTIM_pweb-portlet-saldoInfoUltimaConta;WEB0129;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/MeuTIM_pweb-portlet-saldoInfoUltimaConta?_a=contents&version=GBWEB0129
MeuTIM_pweb-portlet-saldoInfoUltimaConta;WEB0155;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/MeuTIM_pweb-portlet-saldoInfoUltimaConta?_a=contents&version=GBWEB0155
MeuTIM_pweb-portlet-saldoInfoUltimaConta;WEB0192;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/MeuTIM_pweb-portlet-saldoInfoUltimaConta?_a=contents&version=GBWEB0192
MeuTIM_pweb-portlet-saldoInfoUltimaConta;WEB0193;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/MeuTIM_pweb-portlet-saldoInfoUltimaConta?_a=contents&version=GBWEB0193
MeuTIM_pweb-portlet-saldoInfoUltimaConta;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/MeuTIM_pweb-portlet-saldoInfoUltimaConta?_a=contents&version=GBmaster
MeuTIM_pweb-portlet-faleTimVoip;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/MeuTIM_pweb-portlet-faleTimVoip?_a=contents&version=GBmaster
Portal_Internet_pweb-dpm-core;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Portal_Internet_pweb-dpm-core?_a=contents&version=GBmaster
MeuTIM_pweb-portlet-consumoParcial;WEB0044;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/MeuTIM_pweb-portlet-consumoParcial?_a=contents&version=GBWEB0044
MeuTIM_pweb-portlet-consumoParcial;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/MeuTIM_pweb-portlet-consumoParcial?_a=contents&version=GBmaster
TIM_Components_userConsumption;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/TIM_Components_userConsumption?_a=contents&version=GBmaster
MeuTIM_pweb-portlet-oauth-appconfiguration;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/MeuTIM_pweb-portlet-oauth-appconfiguration?_a=contents&version=GBmaster
MeuTIM_pweb-portlet-consultaExtratoPrePago;WEB0009;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/MeuTIM_pweb-portlet-consultaExtratoPrePago?_a=contents&version=GBWEB0009
MeuTIM_pweb-portlet-consultaExtratoPrePago;WEB0173;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/MeuTIM_pweb-portlet-consultaExtratoPrePago?_a=contents&version=GBWEB0173
MeuTIM_pweb-portlet-consultaExtratoPrePago;WEB0209;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/MeuTIM_pweb-portlet-consultaExtratoPrePago?_a=contents&version=GBWEB0209
MeuTIM_pweb-portlet-consultaExtratoPrePago;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/MeuTIM_pweb-portlet-consultaExtratoPrePago?_a=contents&version=GBmaster
Portal_Internet_pweb-vcm-core;WEB0190;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Portal_Internet_pweb-vcm-core?_a=contents&version=GBWEB0190
Portal_Internet_pweb-vcm-core;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Portal_Internet_pweb-vcm-core?_a=contents&version=GBmaster
Common_pweb-vap-util;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Common_pweb-vap-util?_a=contents&version=GBmaster
poc-api-ms;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/poc-api-ms?_a=contents&version=GBmaster
poc-api-ms;rodolfo;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/poc-api-ms?_a=contents&version=GBrodolfo
poc-api-ms;valezin;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/poc-api-ms?_a=contents&version=GBvalezin
MeuTIM_ pweb-portlet-saldoInfoPrePago;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/MeuTIM_ pweb-portlet-saldoInfoPrePago?_a=contents&version=GBmaster
MeuTIM_pweb-portlet-consultaProtocolo;TIR339972;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/MeuTIM_pweb-portlet-consultaProtocolo?_a=contents&version=GBTIR339972
MeuTIM_pweb-portlet-consultaProtocolo;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/MeuTIM_pweb-portlet-consultaProtocolo?_a=contents&version=GBmaster
Portal_Internet_pweb-vcm-service;TIM2591;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Portal_Internet_pweb-vcm-service?_a=contents&version=GBTIM2591
Portal_Internet_pweb-vcm-service;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Portal_Internet_pweb-vcm-service?_a=contents&version=GBmaster
TIM_Components_ProfileFull;WEB0241;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/TIM_Components_ProfileFull?_a=contents&version=GBWEB0241
TIM_Components_ProfileFull;WEB0284;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/TIM_Components_ProfileFull?_a=contents&version=GBWEB0284
TIM_Components_ProfileFull;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/TIM_Components_ProfileFull?_a=contents&version=GBmaster
MeuTIM_pweb-portlet-blockUnblockDevice;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/MeuTIM_pweb-portlet-blockUnblockDevice?_a=contents&version=GBmaster
MeuTIM_pweb-portlet-boxConsumoSMS;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/MeuTIM_pweb-portlet-boxConsumoSMS?_a=contents&version=GBmaster
TIM_Components_portability;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/TIM_Components_portability?_a=contents&version=GBmaster
MeuTIM_pweb-portlet-gestorWeb;WEB0092;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/MeuTIM_pweb-portlet-gestorWeb?_a=contents&version=GBWEB0092
MeuTIM_pweb-portlet-gestorWeb;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/MeuTIM_pweb-portlet-gestorWeb?_a=contents&version=GBmaster
PWEB_Commons_Core;WEB0177;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/PWEB_Commons_Core?_a=contents&version=GBWEB0177
PWEB_Commons_Core;WEB0188;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/PWEB_Commons_Core?_a=contents&version=GBWEB0188
PWEB_Commons_Core;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/PWEB_Commons_Core?_a=contents&version=GBmaster
Camada_Exposicao_API_Grupo_OutboundVPN;WEB0122;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Camada_Exposicao_API_Grupo_OutboundVPN?_a=contents&version=GBWEB0122
Camada_Exposicao_API_Grupo_OutboundVPN;WEB0296;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Camada_Exposicao_API_Grupo_OutboundVPN?_a=contents&version=GBWEB0296
Camada_Exposicao_API_Grupo_OutboundVPN;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Camada_Exposicao_API_Grupo_OutboundVPN?_a=contents&version=GBmaster
Camada_Exposicao_API_Grupo_Outbound;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Camada_Exposicao_API_Grupo_Outbound?_a=contents&version=GBmaster
Servicos_contentWS;DEV_Integracao;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Servicos_contentWS?_a=contents&version=GBDEV_Integracao
Servicos_contentWS;DSV_Interno;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Servicos_contentWS?_a=contents&version=GBDSV_Interno
Servicos_contentWS;FQA_Integracao;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Servicos_contentWS?_a=contents&version=GBFQA_Integracao
Servicos_contentWS;SDN341385;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Servicos_contentWS?_a=contents&version=GBSDN341385
Servicos_contentWS;TIR339154;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Servicos_contentWS?_a=contents&version=GBTIR339154
Servicos_contentWS;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Servicos_contentWS?_a=contents&version=GBmaster
Servicos_SMSGenericParser;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Servicos_SMSGenericParser?_a=contents&version=GBmaster
ConfigServer_Server;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/ConfigServer_Server?_a=contents&version=GBmaster
valezin-server-config;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/valezin-server-config?_a=contents&version=GBmaster
Portal_Captive_pcap-vcm-util;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Portal_Captive_pcap-vcm-util?_a=contents&version=GBmaster
ConfigServer_Client;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/ConfigServer_Client?_a=contents&version=GBmaster
OAM_AccessControlCaptive;WEB0311_feature_login_sem_senha_captive;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/OAM_AccessControlCaptive?_a=contents&version=GBWEB0311_feature_login_sem_senha_captive
OAM_AccessControlCaptive;development;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/OAM_AccessControlCaptive?_a=contents&version=GBdevelopment
OAM_AccessControlCaptive;fqa;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/OAM_AccessControlCaptive?_a=contents&version=GBfqa
OAM_AccessControlCaptive;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/OAM_AccessControlCaptive?_a=contents&version=GBmaster
Portal_Captive;PRD_Integracao;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Portal_Captive?_a=contents&version=GBPRD_Integracao
Portal_Captive;WEB0077;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Portal_Captive?_a=contents&version=GBWEB0077
Portal_Captive;WEB0124_WEB0142;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Portal_Captive?_a=contents&version=GBWEB0124_WEB0142
Portal_Captive;WEB0197;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Portal_Captive?_a=contents&version=GBWEB0197
Portal_Captive;WEB0313;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Portal_Captive?_a=contents&version=GBWEB0313
Portal_Captive;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Portal_Captive?_a=contents&version=GBmaster
PWEB_Commons_Scripts;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/PWEB_Commons_Scripts?_a=contents&version=GBmaster
MeuTIM_pweb-portlet-resgateGravacoes;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/MeuTIM_pweb-portlet-resgateGravacoes?_a=contents&version=GBmaster
TIM_Components_customerInformationManagement;WEB0077;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/TIM_Components_customerInformationManagement?_a=contents&version=GBWEB0077
TIM_Components_customerInformationManagement;WEB0080;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/TIM_Components_customerInformationManagement?_a=contents&version=GBWEB0080
TIM_Components_customerInformationManagement;WEB0207;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/TIM_Components_customerInformationManagement?_a=contents&version=GBWEB0207
TIM_Components_customerInformationManagement;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/TIM_Components_customerInformationManagement?_a=contents&version=GBmaster
MeuTIM_pweb-portlet-perfilConsumo;WEB0116;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/MeuTIM_pweb-portlet-perfilConsumo?_a=contents&version=GBWEB0116
MeuTIM_pweb-portlet-perfilConsumo;WEB0269;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/MeuTIM_pweb-portlet-perfilConsumo?_a=contents&version=GBWEB0269
MeuTIM_pweb-portlet-perfilConsumo;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/MeuTIM_pweb-portlet-perfilConsumo?_a=contents&version=GBmaster
MeuTIM_pweb-portlet-enviarCodigoBarras;WEB0155;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/MeuTIM_pweb-portlet-enviarCodigoBarras?_a=contents&version=GBWEB0155
MeuTIM_pweb-portlet-enviarCodigoBarras;WEB0199;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/MeuTIM_pweb-portlet-enviarCodigoBarras?_a=contents&version=GBWEB0199
MeuTIM_pweb-portlet-enviarCodigoBarras;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/MeuTIM_pweb-portlet-enviarCodigoBarras?_a=contents&version=GBmaster
MeuTIM_novo-conta-web-portlet;WEB0002;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/MeuTIM_novo-conta-web-portlet?_a=contents&version=GBWEB0002
MeuTIM_novo-conta-web-portlet;WEB0111;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/MeuTIM_novo-conta-web-portlet?_a=contents&version=GBWEB0111
MeuTIM_novo-conta-web-portlet;WEB0112;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/MeuTIM_novo-conta-web-portlet?_a=contents&version=GBWEB0112
MeuTIM_novo-conta-web-portlet;WEB0146;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/MeuTIM_novo-conta-web-portlet?_a=contents&version=GBWEB0146
MeuTIM_novo-conta-web-portlet;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/MeuTIM_novo-conta-web-portlet?_a=contents&version=GBmaster
MeuTIM_pweb-portlet-historicoReposicaoTIMChip;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/MeuTIM_pweb-portlet-historicoReposicaoTIMChip?_a=contents&version=GBmaster
MeuTIM_acc-portlet-torpedoweb;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/MeuTIM_acc-portlet-torpedoweb?_a=contents&version=GBmaster
MeuTIM_VAP;WEB0016;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/MeuTIM_VAP?_a=contents&version=GBWEB0016
MeuTIM_VAP;WEB0112;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/MeuTIM_VAP?_a=contents&version=GBWEB0112
MeuTIM_VAP;WEB0177;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/MeuTIM_VAP?_a=contents&version=GBWEB0177
MeuTIM_VAP;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/MeuTIM_VAP?_a=contents&version=GBmaster
DBConfig;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/DBConfig?_a=contents&version=GBmaster
TIM_Components_infobus;TIR339972;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/TIM_Components_infobus?_a=contents&version=GBTIR339972
TIM_Components_infobus;WEB0077;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/TIM_Components_infobus?_a=contents&version=GBWEB0077
TIM_Components_infobus;WEB0080;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/TIM_Components_infobus?_a=contents&version=GBWEB0080
TIM_Components_infobus;WEB0154;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/TIM_Components_infobus?_a=contents&version=GBWEB0154
TIM_Components_infobus;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/TIM_Components_infobus?_a=contents&version=GBmaster
TIM_Components_billingInquiry;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/TIM_Components_billingInquiry?_a=contents&version=GBmaster
MeuTIM_pweb-portlet-cancelamentoCanaisTexto;WEB0083;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/MeuTIM_pweb-portlet-cancelamentoCanaisTexto?_a=contents&version=GBWEB0083
